source,target,covert_generated,covert,type
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xfa9b795b678a5463bd3e99323df0385d324f306a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x50a33a0634357165b6c5228fb03674bdf2865a28,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x80d9e619bde34151c03aea492d151a844b7470d4,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xb61164d763633ede63ec6ce24afd8a2572e837dc,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd7bfbb1b84c5a6b94e7869ca80ffa6c67daabe14,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x80b72065bbf69e79b6dcd8efcbc9d651e000895e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x30b00fd306c6568a6cfd6ad78941c348e3a6d3e5,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd05b7488bb1210ad8da88be699f2a1e1538719a2,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x14a58e6a058780081c493718aa1b9c714d4855a2,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xabad69af35908030d85c69e3625fb175fcaa8e13,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x46f046ea67213f1ec5cac42f6bfe00208d8c90c0,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x66fe908c7ae1cb93681f0d64e83deb4733622bb6,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x3526d4f89a73e577c94c3ccc73161f803b4aa1a0,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x297c55e99d50182670fe711474d27d5c2d43a5d1,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xaad58059f878d35cd4400b302ee636c935ae11e5,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xc0e91229161bd2ae5e5d123081fc0fdf3bfa37b6,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xef443a459f294294f10f582bc5149305739a5b09,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x66119e7429682f29518eefc4f8efda7404bedc02,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x593eac1837c7f25be6c528c2c70d4addb2ba2700,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x2cf90aa3b83d53b2035a1662c4e8971dfd8ad146,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x4ac83671121972579451255e0fce68bfa251dfbd,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xb6cfd090aa8ee3dc3d3a371ba8f700a42da830bf,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd897958ddb0a2ea866233d4170794f13546f5af9,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x6ef376434be13cea9d2b7086b50dfed16ef22769,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x07febb77c22ddfb4cd783de318d9c0343c0eef50,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xcf466c4353c8897faf974a9811b2b9b74e9ca691,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x3aa65779b4bc9e59926709ba1c3046530f7c8d51,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xb391e2ec732da254fcf5d9eb1a393eaea44f3923,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x95fdc1b5cb60c3c378e6b24764c119cf7027c0ab,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x592bf60e5693aa7203773a5429aff5e0aa6822e6,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x9b4de23fe2ca6cb498ee203bc20bc25a0ce0b3aa,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xa0c37aab26bc405345211e54d46b0816402bcf04,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xb5a02e3d6621ed66219e993dbd01e8be13fb2d59,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x04f742818a65cc55fa45dc895633840181990f6f,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x31a51cb99069114d3b07ab8622fbfcd2ea1990fe,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x7708d1a1aae54f9fb39857624406368d516601ae,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x611e1ed435fd14516f50d1435669fe8e08e2528e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xf28359f92dc26acf39532b70e8064dc280cf02af,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x5a07a9addf337ce0b91d714b2859532a9961448e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x1d925e2d0cf848e2f82b9f726bf9a4cbb50ef9f8,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x191add53ab01bf42f603d1f64c08239603638e9c,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x6590fe557d19aed8e732348a8f3d9b1d76c70ef1,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x59452902939f297d8d7ebfd1dc124cc7cf9c4785,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xebd289289b11ed1fcbd0006954a6bf26dc31263c,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xe25a53fec3eb194a1f59fe4058d4a6049e17872a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd91fbf302c1f1a2409f0d402e9e5597fc85e6fdd,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xc7ee723eb8346b6ae1534be932e3cf07217c0080,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xf4bfa105715ce98ff27e28f8c0fb974d5f4e8f18,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x55417ce8cee28ae77dcf6e4a6f9a1080cb847a53,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xbc4f8acc61a1635fea3a618ea7e17221fce039e9,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x6701135738f15c39950ec41cac4421d8e6a87ecf,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x2ec90a7c406b0a80979e83883094a65ec61fd623,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x8a13a182c786484e69e4cff2347e73740aab9805,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x23402d2361947c2a84e39d890c09d1a395c40f2b,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xb3b8bdf781bdcffc6b2142429a8151bd5009ef1e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x11297224307f8dd2e6fb458939240fae16b2339a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x31ebfdef452134d432274a6396610d0376edf141,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x96bd01812e21c7053984d01d6396b497167dc04a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xa40f533795740ed1e8b7e7a90c6cc8355ca40eb0,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xef734ca66a4e98f69d3883995c2394114d46c2d7,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x989b6af20c3fdebf0fcde82cf575a40527c16de8,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x971987a7c4698c55cb6227c153ad18d1bcdb133e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xa477e7723d4baf3306a78380b4f5d3abb44d68fe,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xdadc7706ca43a0037352c572a2ed613f0866784a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x2abf80930c88f0a1988dbd2204d5bfb2dbe69181,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xb877a7bb865989b41e5eeb7003236b03f2da99b2,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x94c307594774da2e452e4bf0a06801e777cc449a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x376076338f24591e1acdacd4ab32f5e43535dfa2,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x7624c82e3706a861e51b011e799fcf994c91bc18,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x9e59b7741bdc6b8d7c6390c4dbf56bf38b10753e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x4f26f5c1ff0d4346c578aa9218a9c8ab377261be,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x6ce7320fb129a03733594700459514f679fc11e0,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd91ab049c9153c51fdc3b63c4d16e0c9aa7baba8,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd3c57491ac13808f8f1071a45c33cdec2805bfd2,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x982890b0f0ef87edd45c6b32fd309c19689a5e8a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd8ef792973d150f952e439a9df18b7297adb87ae,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x45437440b0ca748e7bb9c296d284111936d108cf,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x74dcf86167e542f8f88c17e52f25296bd7c4e16b,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xf3dc047bd6def11d1161731bb6d910efd4b3b661,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x3114c54dc641837c5257d50df1a8b81dd3c66024,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xbaab0f96ca839a03f084b27d63100f7caa7488dd,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x1be3bc2c53e69d6a1df447983d5e21c302b4801e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x56b033a3f07050cec6d5d77b221279ec7d997d06,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x03c1ff50069b1b355a80ae77532f9055b0273241,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x00ecaeedf49f018022060415c97a1659ebc77433,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd8e2cf522ee69072f3d8be3c9592909e4326d763,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x361b9207779e4539aaba70c6cc9da802b95ed9d8,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xfd942e0ded9b929bc1ab285b45ea8f737d523007,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x22849a8fd9da80566142cae95b2d2a1cced160ec,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x54bfa5714856b9e150327c9f3bab8c82fa2b70c5,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x954a9eddf31e6aae3c89aff7f0860af37e7bf044,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x52ff1ce6cdb6beda4cb534503e5ea0cd2bd08364,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xe37e5f7a19391b4d4c7ea3bd700c8bf6e043c094,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x30166b0758a7f68fc2ef15b87b1998e93999f49d,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xf458c6417e907b3fd7e892bfc4be3b7a290301f6,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xbb53abfaa93dfd8b32d51a94489703906689af4d,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x9b7ec9bcf4bd07f05e26e34a85d52c0161f6bc3f,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x53d4fe362bba0a776c67bd3d8a296fca3eb70bf0,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x067f3d34790b465c77d5dd935a7028283f9b63c1,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xd10c7f2c392e5268057baea01250688ddd57b282,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xfe9867cb86cdc5669d1ab9ad56c99d5ca03e843a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xb6dbeb27589c9a91d577d2180d268ab6ed1e092a,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x65a6a7fd225673c73661579896c7d7e98d0a9377,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x5c169c89f5f2d4cf0a660267f5a50c2ac546b07e,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x36fa9d8d2ea2000c2f683cc352e8890b4be92970,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x45fb649ecbddfd780bf2b4b207925b22ac230f47,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x798ed0cebe21eca364c1bec0cd9ababbae4e64ae,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x6a0e63ea7cbe06da92489605a1da8184683fbd08,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xbc9d6cf587fbe811b828be144cd939778563d78b,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x45e233bac72825a4c2d8231dbb5ac94550323b59,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x96c2d842cd99d7b6db1fa0c4b8be5f82625df355,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xc49ae71b53d19fa4633fff94054abac3cd70a68f,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x016c0860271aece0fdbea144bdf9e1bb3e00d38c,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x857aa84754a5ca0549cc7dbbc28fc6ec98534085,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xc2a5a934c0961ec0d27537dbe8d9d4f6b85db518,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x37012a3666e1e8d5f56dbda3de16c95fddf446aa,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x87193c6602fa1eba09c8cb54a2d3ddc62efde64d,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xba89e230117e5290f48b8418f7e111efd21cf1f1,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x22e30c1ca2c3e88fa87faa5ece95b78d25bc64e8,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xcbc99cb6fce1cbfda87add915c3fba8b1c9d4e5b,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x9cb420397f31eb325f1a58901623d2327d656bc1,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0x0bae80771019fc41602e9e14d2cd02541aa8d598,True,False,generated
0x548ac87629ceb858aa09b419f5b9898ec5735fba,0xa0fdad3485ef43e55263da64862385e3127d2c36,True,False,generated
0x2b5634c42055806a59e9107ed44d43c426e58258,0x34dda9e524adf089a5096907586d9f188f005ba1,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x7a07f35e36fcf667a968bc929a56b6d31497ab43,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xdcf68f8ae54fefb5c35598b33a62606a7fbde14f,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xc89f9664b260407a1746dd6f008b80fe4ecca3e2,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xbbf58066cff8b54dfd0c3135438bdcbc3b80acfd,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x69f8e87518129498da751f26ea2309db05e7270b,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xeb3f43cfdf266d225b46ac265f008e46ec24dd2d,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xa5cf490b262d0b378033daddbf8d8088603e8d9d,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x63f1ad63c2dd11cbc9c26439d9de3a6e04f6ac70,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xf2ecb1c16e64ef56cacc3fd766ec3d1a4f07833d,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x3165101d5238946ff421a5807b92805dbc7f1f05,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xbde8021ec61ac5a3656aacd32b90727018dd408c,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x566fe121d17eb3f159ccd7c900c31d1aa9d48ed2,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xefc3bab3430c09dab05dd6d997c078e0e9776dad,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xb466f18460a630f2325280c93d12da6fbc5d64d5,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x2f3d611238e1324010fc0e07b0b5eee4350a035e,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x532a65b34bcb848b4aa4ba18da7e7189fe39cec4,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xe00e1f7117a69c34694ac1815177c93491fc448f,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x6011a64968fb5c94018b1708b6318b78fdcfac17,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x84a36f46df16b91eed3bfc5f9f2867e50d1d17fe,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xc724055d143c2d4efc02419fb327e87402991ca2,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x69da651d6a2ef1e73741d83bc799097d9aa43b84,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x443811c2e484410c9ff910e39c8fcb1880347145,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x9f5919d0fc02489efbd959a820c8f8ad67fa07e4,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x92ccdd0417f0e7b4a1eb85de3213984ffd0f22b5,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x505f0f72634f5ec837a15efbe4a3745e92ad245b,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0x5bf8f69757cac5cb7792f9f380420c334b2aa184,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xa61344257ed7c98b4690572e63797d75b0753f96,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xcb5149a7892568c91fb17c799e72af10c9934216,False,False,real
0x2b5634c42055806a59e9107ed44d43c426e58258,0xf83defe97102b583671377cc444c92c32bcbc59b,False,False,real
0x3c761df6e049d23d30753ef503a8d2082f984f80,0x3cac4a9598ed31d5df964b2402131a7bd3605ae3,True,False,generated
0x9d9a3927c8d07ccac0b94f112da1ab9cf02fd608,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,False,False,real
0x9d9a3927c8d07ccac0b94f112da1ab9cf02fd608,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,False,False,real
0x9d9a3927c8d07ccac0b94f112da1ab9cf02fd608,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,False,False,real
0x9d9a3927c8d07ccac0b94f112da1ab9cf02fd608,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,False,False,real
0x9d9a3927c8d07ccac0b94f112da1ab9cf02fd608,0xc249fe0288e75e47e62b138de8d020c9fee5a9f5,False,False,real
0xe720863be90de8d9d117d6eb3c41c8aa45e5dd01,0xf1edb1d13319f69bf546d0521547dcfb06338989,False,True,real
0x75b899125f6190cd1203a294dc7a0950784916f2,0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,False,False,real
0xda657e9fa116900fab8178e5580a3a6cedd89f3c,0xe94327d07fc17907b4db788e5adf2ed424addff6,False,False,real
0xda657e9fa116900fab8178e5580a3a6cedd89f3c,0xe3fedaecd47aa8eab6b23227b0ee56f092c967a9,False,False,real
0xda657e9fa116900fab8178e5580a3a6cedd89f3c,0x41e5560054824ea6b0732e656e3ad64e20e94e45,False,False,real
0x8d8cefbf197854c2caea57dae1a4b6b3059e0841,0x07bdd68020a16a44c0fd68c9c8557d86a743e4ff,False,True,real
0x61a8600dc74f5d8e5f898597c4da6c24936da4fe,0x0ce9b038757c181fd805e2ba6ca4efcc22902ccf,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x276a90d8908c775ba3db5715a1ec2a310d33f2a6,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xfb3b200d4ae18555ebc4df8021de12e65e514fa7,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x3c4a23d037fdad7bfe53b98ba766e0395bacbe80,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x551cc32b2cb21b7732ba934706e9ba76409bdd8f,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x234bf5c1a99928f4d6a0f9360562b50d9ea9c58a,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x33a1351b1bf001dcc25f04182e85c2ce22343356,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x1b10aa418b98e9b0422933aa0c88c1d7cbb18aac,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x5655fbf949e0c37e2aa2871cf3fc26d28037071c,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x4941c5ec556cd7f616f22f6bed922a692d1f4a79,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xc003adf49f4f313fa2fc48391848ab05d291d672,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xd9a312d0b1bde50a1b1390ddaa799ffe3eb15a62,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xd72818f60771e07cf6f5638b2c89663aebc69c76,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x389d5744b184031f025c31fab63ea9e9c6de6447,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x2d393973588b143b75feed323166f42913b52a08,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x45d687223d0f4219f5c20652bca67a52ae6a9679,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x0490f785857fe9e860a3554f27a8676d355009af,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x7f8f903ce01878d354e66965bfe54d63ad5e9ef0,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x3ceaf2b68caef79c5af9aa95e735f43c7e6e009f,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xda2b4a4e02ab3f4721eb089d0e496b712fe673c9,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x5634b363ef486e8ba922dfcfe12d835ab78d1859,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x76dc2be84699c3894de8d4f9628302a2c9f4c60c,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x7e86414fb3399e1b8f32146d26027c1dc213b73b,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xa61cf7e57fa72c9b2c280f5f40b4b0b45cd7da93,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x7b97cfabd99facc7eb14ff29f1b6108cd2dc34ca,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x87df985e1b80d4a2aaf1e39a77b3312e1f42caf9,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xaa007ff3bfa5c8f4bf1625859c2164f301fac973,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x0377a683ffa9398c3a5612fe91c9587eb3098650,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x0c1f8048234cdc43236b223312f7afb26e6a8154,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xa5b5e5a0f7c37aa8cdf01e1d2f95054b133647a3,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x2a83fc4fd87fc4f70aa9d2b3e28365739b3f11b6,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xdcd2b3c1fdf4cdb0b52739af19b4c37ad3b4c4f5,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xda9d2e32c2dd134a6de66c0769f3d66e578fce13,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x86ff807e3d33b019178430b93180644b95c54796,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xc02f5596c05ffe7897cac4b53757b6779edd419a,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xa856172c813ea5f455e17ec236d7e3f0a1adff88,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xef42136d0d449ab2d5073795d7622350910d78c9,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x6d4631db47128e2a2c6b77a0f5711f4683f2087f,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x19b6083f6c7c622669c27cf31a58b135bc25cca0,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xca85f1538ffe694dacb7d53419ed13f880b98905,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x1748abd1f5d4654f8505bc263e04e2fb53a25dab,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x3c0f42c04c452edd08b163701c40772edde59a78,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xc105ac126133224d3011ea45ec6d3a75c231cdcf,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xd4da32ade44649a93b7b08ef193d981dac0f5750,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x1fe5a6939a15e8c26553e505381f557bd8b43970,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x55f9318a630edb32458888bbc4b6cf5ab3456500,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x822c671f506b21b8236019b8235e054d23d0973d,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0xbed9ac2218be80e5c798fcc93f76697be8937765,False,True,real
0xfe92a3cf1843b5ec7ccf27b2ae753fac1289fa9d,0x39d6c70d940dec94890d26c4cbe3bdc8d44f7382,False,True,real
